block,region,run_id,timestamp,crs_strategy,workflow,extent_size,run_type,resolution_m,dataset,queue_time,processing_time,job_execution_time,download_time,total_time,preprocessing_time,credits,cpu_seconds,input_pixels_mp,output_crs,dem_format,dem_layout,local_resampling,git_commit,mae,rmse
A2,hamburg,971,2026-08-21T17:41:29.616372,local_preprocessing,resample,medium,hot,10.0,dem,46.559173,62.027866,111.0602605342865,13.871279954910278,128.26127910614014,2.0790460109710693,4.0,162.0,17.96558380126953,32632,gtiff,cog,bilinear,787a4a1d702fb70aaec64425d52bbc3ace541f76,0.37541182818816093,0.5832683614680513
A2,hamburg,972,2026-08-21T17:46:20.906830,local_reference,filter_bbox,medium,cold,10.0,dem,,,,,276.374395608902,276.374395608902,,,,,,,bilinear,787a4a1d702fb70aaec64425d52bbc3ace541f76,,
A2,hamburg,973,2026-08-21T17:48:58.053061,onthefly,filter_bbox,medium,cold,10.0,dem,51.934353,56.605517,110.84638023376465,43.406301975250244,155.49190187454224,,4.0,72.0,17.0343017578125,32632,,,,787a4a1d702fb70aaec64425d52bbc3ace541f76,1.0864281065495927,1.7713699182640452
A2,hamburg,974,2026-08-21T17:51:23.446728,onthefly,filter_bbox,medium,hot,10.0,dem,66.870436,61.819008,135.93305706977844,6.509375333786011,143.564213514328,,9.0,5400.0,17.0343017578125,32632,,,,787a4a1d702fb70aaec64425d52bbc3ace541f76,1.0864281065495927,1.7713699182640452
A2,hamburg,975,2026-08-21T17:53:17.473696,onthefly,filter_bbox,medium,hot,10.0,dem,41.132932,56.763734,106.22197842597961,5.1824116706848145,112.71863293647766,,4.0,108.0,17.0343017578125,32632,,,,787a4a1d702fb70aaec64425d52bbc3ace541f76,1.0864281065495927,1.7713699182640452
A2,hamburg,976,2026-08-21T17:56:33.431846,local_preprocessing,filter_bbox,medium,cold,10.0,dem,46.500014,67.080536,116.17639589309692,12.89611530303955,132.49638676643372,2.103299140930176,4.0,108.0,17.146143913269043,32632,gtiff,cog,bilinear,787a4a1d702fb70aaec64425d52bbc3ace541f76,0.0005612342710632353,0.0008902318713543622
A2,hamburg,977,2026-08-21T18:00:33.039227,local_preprocessing,filter_bbox,medium,hot,10.0,dem,51.860387,61.893371,121.56836271286011,8.469988822937012,133.50042724609375,2.1935250759124756,4.0,117.0,17.146143913269043,32632,gtiff,cog,bilinear,787a4a1d702fb70aaec64425d52bbc3ace541f76,0.0005612342710632353,0.0008902318713543622
A2,hamburg,978,2026-08-21T18:04:30.389807,local_preprocessing,filter_bbox,medium,hot,10.0,dem,46.85305,61.880614,117.22631359100342,10.206310987472534,130.88265657424927,2.167358160018921,4.0,108.0,17.146143913269043,32632,gtiff,cog,bilinear,787a4a1d702fb70aaec64425d52bbc3ace541f76,0.0005612342710632353,0.0008902318713543622
B,amsterdam,985,2026-08-23T18:01:13.667703,local_reference,merge_add,medium,cold,10.0,dem,,,,,215.4292368888855,215.4292368888855,,,,,,,bilinear,262438412969f330b2f087841b0d3d2e32080be8,,
B,amsterdam,986,2026-08-23T18:03:25.871866,onthefly,merge_add,medium,cold,10.0,dem,46.574532,67.005706,121.18223071098328,7.581791400909424,130.539489030838,,9.0,5400.0,16.57672119140625,32631,,,,262438412969f330b2f087841b0d3d2e32080be8,1.0708883299132625,1.6907568275845573
B,amsterdam,987,2026-08-23T18:05:29.849940,onthefly,merge_add,medium,hot,10.0,dem,31.961457,72.353831,112.01802325248718,8.957104444503784,122.13758993148804,,4.0,108.0,16.57672119140625,32631,,,,262438412969f330b2f087841b0d3d2e32080be8,1.0708883299132625,1.6907568275845573
B,amsterdam,988,2026-08-23T18:07:20.699872,onthefly,merge_add,medium,hot,10.0,dem,36.525475,62.050457,100.95569396018982,7.387458801269531,109.51785969734192,,4.0,108.0,16.57672119140625,32631,,,,262438412969f330b2f087841b0d3d2e32080be8,1.0708883299132625,1.6907568275845573
B,amsterdam,989,2026-08-23T18:11:30.467534,local_preprocessing,merge_add,medium,cold,10.0,dem,46.637179,67.407478,116.476571559906,12.870487451553345,133.00789594650269,2.149467945098877,4.0,108.0,17.79163360595703,32631,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.0010589483799423687,0.0016762491799384778
B,amsterdam,990,2026-08-23T18:15:26.951778,local_preprocessing,merge_add,medium,hot,10.0,dem,41.598473,62.953101,113.17346334457397,9.540040254592896,126.02726173400879,2.084566354751587,4.0,108.0,17.79163360595703,32631,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.0010589483799423687,0.0016762491799384778
B,amsterdam,991,2026-08-23T18:19:30.542103,local_preprocessing,merge_add,medium,hot,10.0,dem,46.498628,62.262483,116.84887552261353,13.673515319824219,133.95089626312256,2.1685473918914795,4.0,72.0,17.79163360595703,32631,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.0010589483799423687,0.0016762491799384778
B,kapstadt,1010,2026-08-23T22:23:25.358688,local_reference,merge_add,medium,cold,10.0,dem,,,,,173.0421657562256,173.0421657562256,,,,,,,bilinear,262438412969f330b2f087841b0d3d2e32080be8,,
B,kapstadt,1011,2026-08-23T22:25:23.488221,onthefly,merge_add,medium,cold,10.0,dem,35.894144,66.969654,109.58155798912048,5.889779567718506,116.54647517204285,,4.0,72.0,15.17645263671875,32734,,,,262438412969f330b2f087841b0d3d2e32080be8,3.0868836249867,6.177390342041527
B,kapstadt,1012,2026-08-23T22:27:26.754759,onthefly,merge_add,medium,hot,10.0,dem,56.734053,56.456108,114.89014387130737,5.231302499771118,121.34997081756592,,4.0,108.0,15.17645263671875,32734,,,,262438412969f330b2f087841b0d3d2e32080be8,3.0868836249867,6.177390342041527
B,kapstadt,1013,2026-08-23T22:29:31.177231,onthefly,merge_add,medium,hot,10.0,dem,41.609153,66.679281,110.54296112060547,10.617976665496826,123.07502818107605,,4.0,108.0,15.17645263671875,32734,,,,262438412969f330b2f087841b0d3d2e32080be8,3.0868836249867,6.177390342041527
B,kapstadt,1014,2026-08-23T22:34:36.323552,local_preprocessing,merge_add,medium,cold,10.0,dem,46.279231,123.940554,177.7795069217682,14.513052940368652,195.95118761062622,2.306628465652466,4.0,90.0,17.334796905517578,32734,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.0013621793497231411,0.0025595508705334004
B,kapstadt,1015,2026-08-23T22:38:27.212710,local_preprocessing,merge_add,medium,hot,10.0,dem,46.505868,66.86209,115.82975888252258,7.128988027572632,126.63669776916504,2.312898874282837,4.0,162.0,17.334796905517578,32734,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.0013621793497231411,0.0025595508705334004
B,kapstadt,1016,2026-08-23T22:42:35.010953,local_preprocessing,merge_add,medium,hot,10.0,dem,51.576885,66.996094,120.65776777267456,12.182804584503174,136.7705659866333,2.6338772773742676,4.0,108.0,17.334796905517578,32734,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.0013621793497231411,0.0025595508705334004
B,newyork,1031,2026-08-24T20:12:26.467008,local_reference,merge_add,medium,cold,10.0,dem,,,,,248.19798946380615,248.19798946380615,,,,,,,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,,
B,newyork,1032,2026-08-24T20:15:02.960767,onthefly,merge_add,medium,cold,10.0,dem,41.418235,66.707849,110.92634105682373,41.978517055511475,154.1734960079193,,4.0,90.0,20.135589599609375,32618,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.2388313501006532,2.4892126226677083
B,newyork,1033,2026-08-24T20:17:27.651131,onthefly,merge_add,medium,hot,10.0,dem,66.959315,62.142079,131.75370573997498,9.236543893814087,142.88718271255493,,4.0,108.0,20.135589599609375,32618,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.2388313501006532,2.4892126226677083
B,newyork,1034,2026-08-24T20:19:25.860398,onthefly,merge_add,medium,hot,10.0,dem,36.383043,62.127891,105.99280214309692,9.74112319946289,116.89294981956482,,4.0,162.0,20.135589599609375,32618,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.2388313501006532,2.4892126226677083
B,newyork,1035,2026-08-24T20:23:29.631015,local_preprocessing,merge_add,medium,cold,10.0,dem,46.795837,67.564637,122.33472990989685,5.711257696151733,131.38808941841125,2.103328227996826,4.0,108.0,21.941322326660156,32618,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.0005393141233669002,0.0010306815895527411
B,newyork,1036,2026-08-24T20:27:33.982311,local_preprocessing,merge_add,medium,hot,10.0,dem,41.181362,72.137766,121.16081380844116,7.38754677772522,131.46294927597046,1.796393632888794,4.0,162.0,21.941322326660156,32618,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.0005393141233669002,0.0010306815895527411
B,newyork,1037,2026-08-24T20:31:24.365469,local_preprocessing,merge_add,medium,hot,10.0,dem,47.30015,62.233623,112.3674008846283,6.416882753372192,121.826500415802,1.793294906616211,4.0,48.0,21.941322326660156,32618,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.0005393141233669002,0.0010306815895527411
B,rom,992,2026-08-23T18:24:15.304831,local_reference,merge_add,medium,cold,10.0,dem,,,,,271.1941578388214,271.1941578388214,,,,,,,bilinear,262438412969f330b2f087841b0d3d2e32080be8,,
B,rom,993,2026-08-23T18:26:37.756584,onthefly,merge_add,medium,cold,10.0,dem,52.038231,72.91091,127.41005396842957,12.172314882278442,140.84363627433777,,9.0,5400.0,15.654144287109375,32633,,,,262438412969f330b2f087841b0d3d2e32080be8,1.748889442873498,2.5690418503526358
B,rom,994,2026-08-23T18:28:29.811661,onthefly,merge_add,medium,hot,10.0,dem,25.927305,67.31517,100.40379047393799,8.516831636428833,110.37353730201721,,4.0,60.0,15.654144287109375,32633,,,,262438412969f330b2f087841b0d3d2e32080be8,1.748889442873498,2.5690418503526358
B,rom,995,2026-08-23T18:30:24.205930,onthefly,merge_add,medium,hot,10.0,dem,36.379745,61.704219,104.97449564933777,7.0041892528533936,113.15513777732849,,4.0,108.0,15.654144287109375,32633,,,,262438412969f330b2f087841b0d3d2e32080be8,1.748889442873498,2.5690418503526358
B,rom,996,2026-08-23T18:34:32.743910,local_preprocessing,merge_add,medium,cold,10.0,dem,51.746914,61.965218,116.5106246471405,13.97745966911316,134.07255673408508,2.343148708343506,4.0,72.0,16.873779296875,32633,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.12699680166873092,66.1597072782714
B,rom,997,2026-08-23T18:38:25.734444,local_preprocessing,merge_add,medium,hot,10.0,dem,46.565302,67.068313,116.52185535430908,10.08783745765686,130.09246802330017,2.3013291358947754,4.0,108.0,16.873779296875,32633,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.12699680166873092,66.1597072782714
B,rom,998,2026-08-23T18:42:32.984242,local_preprocessing,merge_add,medium,hot,10.0,dem,46.668896,63.18081,117.98751783370972,11.56583571434021,133.1442210674286,2.3656578063964844,4.0,72.0,16.873779296875,32633,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.12699680166873092,66.1597072782714
B,tokio,1017,2026-08-23T22:46:20.492288,local_reference,merge_add,medium,cold,10.0,dem,,,,,211.99418091773987,211.99418091773987,,,,,,,bilinear,262438412969f330b2f087841b0d3d2e32080be8,,
B,tokio,1018,2026-08-23T22:48:33.315430,onthefly,merge_add,medium,cold,10.0,dem,46.471975,71.755499,120.4394633769989,9.52892541885376,131.26030230522156,,4.0,162.0,14.107269287109375,32654,,,,262438412969f330b2f087841b0d3d2e32080be8,1.295922141456685,2.032038193140422
B,tokio,1019,2026-08-23T22:50:31.661116,onthefly,merge_add,medium,hot,10.0,dem,36.121348,66.895194,104.84537863731384,9.623594999313354,116.5335066318512,,4.0,60.0,14.107269287109375,32654,,,,262438412969f330b2f087841b0d3d2e32080be8,1.295922141456685,2.032038193140422
B,tokio,1020,2026-08-23T22:52:36.425442,onthefly,merge_add,medium,hot,10.0,dem,36.363677,77.416515,115.92907333374023,6.220069408416748,123.56818461418152,,4.0,108.0,14.107269287109375,32654,,,,262438412969f330b2f087841b0d3d2e32080be8,1.295922141456685,2.032038193140422
B,tokio,1021,2026-08-23T22:59:37.571656,local_preprocessing,merge_add,medium,cold,10.0,dem,46.437254,66.730917,120.27555656433105,11.239192008972168,135.11455655097961,2.406266450881958,4.0,162.0,15.40711498260498,32654,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.000920483957845009,0.0013651413084854933
B,tokio,1022,2026-08-23T23:03:26.199457,local_preprocessing,merge_add,medium,hot,10.0,dem,41.055444,61.84039,110.62039923667908,10.643839836120605,124.7436134815216,2.3432741165161133,4.0,108.0,15.40711498260498,32654,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.000920483957845009,0.0013651413084854933
B,tokio,1023,2026-08-23T23:11:51.076003,local_preprocessing,merge_add,medium,hot,10.0,dem,103.847674,51.359284,192.93165755271912,13.022085666656494,209.5442819595337,2.358980894088745,4.0,117.0,15.40711498260498,32654,gtiff,cog,bilinear,262438412969f330b2f087841b0d3d2e32080be8,0.000920483957845009,0.0013651413084854933
B,wien,1024,2026-08-24T19:45:17.575334,local_reference,merge_add,medium,cold,10.0,dem,,,,,266.51346707344055,266.51346707344055,,,,,,,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,,
B,wien,1025,2026-08-24T19:48:33.116107,onthefly,merge_add,medium,cold,10.0,dem,52.064482,124.19785,178.93773770332336,13.121572971343994,193.2955560684204,,4.0,72.0,31.966644287109375,32633,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.446300536418145,2.150134178192
B,wien,1026,2026-08-24T19:51:26.573085,onthefly,merge_add,medium,hot,10.0,dem,25.793728,123.698961,157.3975007534027,12.839235544204712,171.70138549804688,,4.0,162.0,31.966644287109375,32633,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.446300536418145,2.150134178192
B,wien,1027,2026-08-24T19:54:28.864398,onthefly,merge_add,medium,hot,10.0,dem,36.437969,124.159096,168.57598543167114,11.0868399143219,181.00403809547424,,4.0,162.0,31.966644287109375,32633,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.446300536418145,2.150134178192
B,wien,1028,2026-08-24T19:58:28.430960,local_preprocessing,merge_add,medium,cold,10.0,dem,47.069399,57.1094,113.9289939403534,11.033324003219604,128.2976336479187,2.2710654735565186,4.0,162.0,33.01413059234619,32633,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.000742303034087873,0.0010394723106843503
B,wien,1029,2026-08-24T20:02:34.073334,local_preprocessing,merge_add,medium,hot,10.0,dem,56.880408,62.561262,122.19575190544128,10.967168092727661,136.58006286621094,2.282961368560791,4.0,117.0,33.01413059234619,32633,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.000742303034087873,0.0010394723106843503
B,wien,1030,2026-08-24T20:07:47.537943,local_preprocessing,merge_add,medium,hot,10.0,dem,46.768983,134.582574,183.97058057785034,18.60647225379944,206.0280487537384,2.2743496894836426,4.0,72.0,33.01413059234619,32633,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.000742303034087873,0.0010394723106843503
B,zuerich,1038,2026-08-24T20:36:23.008369,local_reference,merge_add,medium,cold,10.0,dem,,,,,280.45129442214966,280.45129442214966,,,,,,,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,,
B,zuerich,1039,2026-08-24T20:38:32.359704,onthefly,merge_add,medium,cold,10.0,dem,46.507201,62.162231,111.6912522315979,13.606680870056152,126.97564458847046,,4.0,48.0,20.435394287109375,32632,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.8372599152892426,3.018653773184718
B,zuerich,1040,2026-08-24T20:41:29.159933,onthefly,merge_add,medium,hot,10.0,dem,31.307837,124.82268,163.84212112426758,10.259893655776978,175.2830467224121,,4.0,162.0,20.435394287109375,32632,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.8372599152892426,3.018653773184718
B,zuerich,1041,2026-08-24T20:44:33.500632,onthefly,merge_add,medium,hot,10.0,dem,36.58964,131.212786,170.7134301662445,10.863777160644531,182.9868507385254,,4.0,162.0,20.435394287109375,32632,,,,e91de86abb60370d6583580fcd1ae960798fb728,1.8372599152892426,3.018653773184718
B,zuerich,1042,2026-08-24T20:48:30.822292,local_preprocessing,merge_add,medium,cold,10.0,dem,47.105284,62.463801,117.41713666915894,10.463135719299316,131.25917983055115,2.28830885887146,4.0,108.0,21.475215911865234,32632,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.0014639031457505656,0.00218906459466573
B,zuerich,1043,2026-08-24T20:53:31.147243,local_preprocessing,merge_add,medium,hot,10.0,dem,47.348008,124.418451,174.4429247379303,12.218210935592651,190.50685477256775,2.245243549346924,4.0,72.0,21.475215911865234,32632,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.0014639031457505656,0.00218906459466573
B,zuerich,1044,2026-08-24T20:57:26.336793,local_preprocessing,merge_add,medium,hot,10.0,dem,46.784948,62.782836,112.06146121025085,8.410897970199585,124.1809823513031,2.262462854385376,4.0,72.0,21.475215911865234,32632,gtiff,cog,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,0.0014639031457505656,0.00218906459466573
